Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Liang, S., Yilmaz, E., Kanoulas, E.","55631770500;57203056765;55888206200;","Dynamic clustering of streaming short documents",2016,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","13-17-August-2016",,,"995","1004",,28,"10.1145/2939672.2939748","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984940268&doi=10.1145%2f2939672.2939748&partnerID=40&md5=1e596a3df606cf89cd2d71a03fd7c74d",Conference Paper,"Final",,Scopus,2-s2.0-84984940268
"Khan, A., Liu, L.-S., Usman, M., Fong, S.","57199716044;56093217700;56844860100;7102256353;","Early diagnosis of Alzheimer disease using instance-based learning techniques",2016,"Journal of Medical Imaging and Health Informatics","6","4",,"1111","1118",,2,"10.1166/jmihi.2016.1808","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988383402&doi=10.1166%2fjmihi.2016.1808&partnerID=40&md5=43d142a08c734812d84cc7be03017db4",Article,"Final",,Scopus,2-s2.0-84988383402
"Shanthi, Karthikeyan","57191909569;57191915192;","Improving Gabor filter bank design and SVM optimization through stochastic diffusion search for mild cognitive impairment classification",2016,"IIOAB Journal","7","9 Special Issue",,"250","260",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994700900&partnerID=40&md5=8ca36f89e2e5abfd0bfb7a0d6a010cd4",Article,"Final",,Scopus,2-s2.0-84994700900
"Sobernig, S., Zdun, U.","13411464800;55908948800;","Distilling architectural design decisions and their relationships using frequent item-sets",2016,"Proceedings - 2016 13th Working IEEE/IFIP Conference on Software Architecture, WICSA 2016",,, 7516812,"61","70",,1,"10.1109/WICSA.2016.9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983336002&doi=10.1109%2fWICSA.2016.9&partnerID=40&md5=cce384b35d98d8d7b0065214a6420a31",Conference Paper,"Final",,Scopus,2-s2.0-84983336002
"Raasveldt, M., Mühleisen, H.","57190663843;37561821600;","Vectorized UDFs in column-stores",2016,"ACM International Conference Proceeding Series","18-20-July-2016",, 2949703,"","",,,"10.1145/2949689.2949703","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982156097&doi=10.1145%2f2949689.2949703&partnerID=40&md5=02872c68470ebf3ae4e8f0945690046f",Conference Paper,"Final",,Scopus,2-s2.0-84982156097
"Ai, Q., Yang, L., Guo, J., Croft, W.B.","57119155600;57195632133;24174196100;7006788293;","Improving language estimation with the paragraph vector model for ad-hoc retrieval",2016,"SIGIR 2016 - Proceedings of the 39th International ACM SIGIR Conference on Research and Development in Information Retrieval",,,,"869","872",,12,"10.1145/2911451.2914688","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980357050&doi=10.1145%2f2911451.2914688&partnerID=40&md5=3977125d6579eb01ba4b7bba575245b0",Conference Paper,"Final",,Scopus,2-s2.0-84980357050
"Tohka, J., Moradi, E., Huttunen, H.","6602349259;56316852100;7004478798;","Comparison of Feature Selection Techniques in Machine Learning for Anatomical Brain MRI in Dementia",2016,"Neuroinformatics","14","3",,"279","296",,22,"10.1007/s12021-015-9292-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955306208&doi=10.1007%2fs12021-015-9292-3&partnerID=40&md5=89043927c5ffd6b90daa1295b230af78",Article,"Final",,Scopus,2-s2.0-84955306208
"Ciulli, S., Citi, L., Salvadori, E., Valenti, R., Poggesi, A., Inzitari, D., Mascalchi, M., Toschi, N., Pantoni, L., Diciotti, S.","55879930200;15623297800;14527949400;25226195700;13611408200;55644655100;7006644289;6602297547;7004486153;6507092021;","Prediction of Impaired Performance in Trail Making Test in MCI Patients with Small Vessel Disease Using DTI Data",2016,"IEEE Journal of Biomedical and Health Informatics","20","4", 7425158,"1026","1033",,10,"10.1109/JBHI.2016.2537808","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978285927&doi=10.1109%2fJBHI.2016.2537808&partnerID=40&md5=4f1cdbf2eee3288e2a10a5d375d614ee",Article,"Final",,Scopus,2-s2.0-84978285927
"Hernandez, L., Ozen, A., DosSantos, R., Getsios, D.","55702882100;57140066700;57140634700;6602109015;","Systematic Review of Model-Based Economic Evaluations of Treatments for Alzheimer’s Disease",2016,"PharmacoEconomics","34","7",,"681","707",,4,"10.1007/s40273-016-0392-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959168681&doi=10.1007%2fs40273-016-0392-1&partnerID=40&md5=60facd3ca35db152c2e9357d4d171ebe",Review,"Final",,Scopus,2-s2.0-84959168681
"Wang, Y., Lee, J.-S., Choi, I.-C.","55246542700;57189664795;7401471430;","Indexing by Latent Dirichlet Allocation and an Ensemble Model",2016,"Journal of the Association for Information Science and Technology","67","7",,"1736","1750",,13,"10.1002/asi.23444","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973890989&doi=10.1002%2fasi.23444&partnerID=40&md5=56597f634fc1b5e52a3eebbf58ca3288",Article,"Final",,Scopus,2-s2.0-84973890989
"Cover, K.S., van Schijndel, R.A., Versteeg, A., Leung, K.K., Mulder, E.R., Jong, R.A., Visser, P.J., Redolfi, A., Revillard, J., Grenier, B., Manset, D., Damangir, S., Bosco, P., Vrenken, H., van Dijk, B.W., Frisoni, G.B., Barkhof, F.","6602813052;6603788231;55634268300;35275217400;56919314800;57189514435;7101761148;55913019300;35072005700;57189524152;15136212800;15131375100;57202703811;6506499076;7005183146;56214208300;7102989379;","Reproducibility of hippocampal atrophy rates measured with manual, FreeSurfer, AdaBoost, FSL/FIRST and the MAPS-HBSI methods in Alzheimer's disease",2016,"Psychiatry Research - Neuroimaging","252",,,"26","35",,7,"10.1016/j.pscychresns.2016.04.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971611972&doi=10.1016%2fj.pscychresns.2016.04.006&partnerID=40&md5=cba0caa27967ac9863dd38a4d5d1109e",Article,"Final",,Scopus,2-s2.0-84971611972
"Toutountzi, T., Collander, C., Phan, S., Makedon, F.","57095036300;57192370598;36458848300;7003437865;","EyeOn: An activity recognition system using MYO armband",2016,"ACM International Conference Proceeding Series","29-June-2016",,,"","",,1,"10.1145/2910674.2910687","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85005952124&doi=10.1145%2f2910674.2910687&partnerID=40&md5=cb46d7c5105275d073d300f28e6a85a9",Conference Paper,"Final",,Scopus,2-s2.0-85005952124
"Zhu, Y., Zhong, Z., Cao, W., Cheng, D.","56674877400;57207222383;57164235900;56449995700;","Graph feature selection for dementia diagnosis",2016,"Neurocomputing","195",,,"19","22",,2,"10.1016/j.neucom.2015.09.126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960540184&doi=10.1016%2fj.neucom.2015.09.126&partnerID=40&md5=c9d3993d6334480650e56bef2ef97992",Article,"Final",,Scopus,2-s2.0-84960540184
"Wang, J., Redmond, S.J., Bertoux, M., Hodges, J.R., Hornberger, M.","56648219400;55608228700;25926275300;7202899431;8682297900;","A comparison of magnetic resonance imaging and neuropsychological examination in the diagnostic distinction of Alzheimer's disease and behavioral variant frontotemporal dementia",2016,"Frontiers in Aging Neuroscience","8","JUN", 119,"","",,8,"10.3389/fnagi.2016.00119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980343457&doi=10.3389%2ffnagi.2016.00119&partnerID=40&md5=0a0b65e5d3997536fa22fee9750c98e7",Article,"Final",Open Access,Scopus,2-s2.0-84980343457
"Liu, M., Zhang, D., Shen, D.","36677833300;7405356869;7401738392;","Relationship Induced Multi-Template Learning for Diagnosis of Alzheimer's Disease and Mild Cognitive Impairment",2016,"IEEE Transactions on Medical Imaging","35","6", 7372483,"1463","1474",,54,"10.1109/TMI.2016.2515021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974687816&doi=10.1109%2fTMI.2016.2515021&partnerID=40&md5=aa12f81fdd4917ba214f68b21041bca2",Article,"Final",,Scopus,2-s2.0-84974687816
"Shanthi, A.S., Karthikeyan, M.","56371547000;6603663182;","Improving gabor filter bank design and SVM optimization using cuckoo search for mild cognitive impairment classification",2016,"Journal of Medical Imaging and Health Informatics","6","3",,"784","787",,1,"10.1166/jmihi.2016.1759","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975705658&doi=10.1166%2fjmihi.2016.1759&partnerID=40&md5=bab4cb6170b4c0732dbc68781352320a",Article,"Final",,Scopus,2-s2.0-84975705658
"Suk, H.-I., Lee, S.-W., Shen, D.","57196263025;7601390519;7401738392;","Deep sparse multi-task learning for feature selection in Alzheimer’s disease diagnosis",2016,"Brain Structure and Function","221","5",,"2569","2587",,26,"10.1007/s00429-015-1059-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929692240&doi=10.1007%2fs00429-015-1059-y&partnerID=40&md5=84206a7ceb8dc2626da4e576067d97fe",Article,"Final",,Scopus,2-s2.0-84929692240
[No author name available],[No author id available],"OpenAccess Series in Informatics",2016,"OpenAccess Series in Informatics","51",,,"","",180,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977098297&partnerID=40&md5=ea60d87b1f5b93e5695314b1ef44cef7",Conference Review,"Final",,Scopus,2-s2.0-84977098297
"Jain, S., Shetty, S.","57190178834;26421402900;","Improving accuracy in noninvasive telemonitoring of progression of Parkinson'S Disease using two-step predictive model",2016,"2016 3rd International Conference on Electrical, Electronics, Computer Engineering and their Applications, EECEA 2016",,, 7470774,"104","109",,6,"10.1109/EECEA.2016.7470774","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978168227&doi=10.1109%2fEECEA.2016.7470774&partnerID=40&md5=81db350a9977ca6023c77ce99daa8493",Conference Paper,"Final",,Scopus,2-s2.0-84978168227
"Vigneron, V., Kodewitz, A., Tome, A.M., Lelandais, S., Lang, E.","6603593429;36192915800;7006456423;6603495737;55450919700;","Alzheimer’s disease brain areas: The machine learning support for blind localization",2016,"Current Alzheimer Research","13","5",,"498","508",,3,"10.2174/1567205013666160314144822","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964091184&doi=10.2174%2f1567205013666160314144822&partnerID=40&md5=64271c08e3ec09ebd6a43579d2f1c475",Article,"Final",,Scopus,2-s2.0-84964091184
"Salvatore, C., Battista, P., Castiglioni, I.","55517025900;56039695100;6603570829;","Frontiers for the early diagnosis of AD by means of MRI brain imaging and support vector machines",2016,"Current Alzheimer Research","13","5",,"509","533",,24,"10.2174/1567205013666151116141705","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964054020&doi=10.2174%2f1567205013666151116141705&partnerID=40&md5=2aa4bff5f77997973e5219a200464866",Article,"Final",,Scopus,2-s2.0-84964054020
"Zhang, F., Song, Y., Cai, W., Liu, S., Liu, S., Pujol, S., Kikinis, R., Xia, Y., Fulham, M.J., Feng, D.D.","25653473600;55722226800;14022230800;36717857700;56479455100;57205962407;7101859155;26427407400;7005082387;7401981167;","Pairwise Latent Semantic Association for Similarity Computation in Medical Imaging",2016,"IEEE Transactions on Biomedical Engineering","63","5", 7254153,"1058","1069",,6,"10.1109/TBME.2015.2478028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966928887&doi=10.1109%2fTBME.2015.2478028&partnerID=40&md5=2555a79b0ec71f0ce7652f3c313b59de",Article,"Final",,Scopus,2-s2.0-84966928887
"Gómez-Río, M., Moreno Caballero, M., Górriz Sáez, J.M., Mínguez-Castellanos, A.","6602286382;36638084100;57188871781;56855432300;","Diagnosis of neurodegenerative diseases: The clinical approach",2016,"Current Alzheimer Research","13","5",,"469","474",,4,"10.2174/1567205013666151116141603","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964027575&doi=10.2174%2f1567205013666151116141603&partnerID=40&md5=59a7da49d81eac32d2810121537b84b5",Article,"Final",,Scopus,2-s2.0-84964027575
"Ye, S., Fellouris, G., Culpepper, S., Douglas, J.","57149679300;25654777700;35095902600;7403213236;","Sequential detection of learning in cognitive diagnosis",2016,"British Journal of Mathematical and Statistical Psychology","69","2",,"139","158",,2,"10.1111/bmsp.12065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959467568&doi=10.1111%2fbmsp.12065&partnerID=40&md5=5616ab1a32a8001301c1b3843aacf5ef",Article,"Final",,Scopus,2-s2.0-84959467568
"Hughes, R.E., Nikolic, K., Ramsay, R.R.","57189221273;14519859000;7103048618;","One for all? Hitting multiple Alzheimer's disease targets with one drug",2016,"Frontiers in Neuroscience","10","APR", 177,"","",,31,"10.3389/fnins.2016.00177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966377266&doi=10.3389%2ffnins.2016.00177&partnerID=40&md5=0b3940c10908c819a8894debbca9114a",Short Survey,"Final",Open Access,Scopus,2-s2.0-84966377266
"Minutolo, A., Esposito, M., De Pietro, G.","35368923100;25926920500;6508247659;","A fuzzy framework for encoding uncertainty in clinical decision-making",2016,"Knowledge-Based Systems","98",,,"95","116",,4,"10.1016/j.knosys.2016.01.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969358914&doi=10.1016%2fj.knosys.2016.01.020&partnerID=40&md5=89102f591aeaadda7759c6265f8effea",Article,"Final",,Scopus,2-s2.0-84969358914
"Janjua, Z.H., Riboni, D., Bettini, C.","56879026300;6505466404;26642933000;","Towards automatic induction of abnormal behavioral patterns for recognizing mild cognitive impairment",2016,"Proceedings of the ACM Symposium on Applied Computing","04-08-April-2016",,,"143","148",,4,"10.1145/2851613.2851687","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975874004&doi=10.1145%2f2851613.2851687&partnerID=40&md5=18cf6d6362dbcdf40836ea6c3bab4a44",Conference Paper,"Final",,Scopus,2-s2.0-84975874004
"Suk, H.-I., Wee, C.-Y., Lee, S.-W., Shen, D.","57196263025;7003756944;7601390519;7401738392;","State-space model with deep learning for functional dynamics estimation in resting-state fMRI",2016,"NeuroImage","129",,,"292","307",,50,"10.1016/j.neuroimage.2016.01.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957052106&doi=10.1016%2fj.neuroimage.2016.01.005&partnerID=40&md5=d36a2ac29549b381aa2b7986d4122010",Article,"Final",,Scopus,2-s2.0-84957052106
"Habes, M., Erus, G., Toledo, J.B., Zhang, T., Bryan, N., Launer, L.J., Rosseel, Y., Janowitz, D., Doshi, J., Van Der Auwera, S., Von Sarnowski, B., Hegenscheid, K., Hosten, N., Homuth, G., Völzke, H., Schminke, U., Hoffmann, W., Grabe, H.J., Davatzikos, C.","55445429000;8556756900;54380869300;55729054200;56679449600;7006392362;6603020347;22950894700;54683520600;56080884100;35303830600;16425192300;7005344438;56357082900;56662814100;56166840000;7202758146;7004509281;7005310126;","White matter hyperintensities and imaging patterns of brain ageing in the general population",2016,"Brain","139","4",,"1164","1179",,51,"10.1093/brain/aww008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964413922&doi=10.1093%2fbrain%2faww008&partnerID=40&md5=339f22ef585822b67f294b29edb0fbc5",Article,"Final",Open Access,Scopus,2-s2.0-84964413922
"Ahn, W.-Y., Vassileva, J.","25923327500;7003752669;","Machine-learning identifies substance-specific behavioral markers for opiate and stimulant dependence",2016,"Drug and Alcohol Dependence","161",,,"247","257",,19,"10.1016/j.drugalcdep.2016.02.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958581920&doi=10.1016%2fj.drugalcdep.2016.02.008&partnerID=40&md5=30604ed9111eb8d595c9033cb0beb652",Article,"Final",,Scopus,2-s2.0-84958581920
"Harper, L., Fumagalli, G.G., Barkhof, F., Scheltens, P., O'Brien, J.T., Bouwman, F., Burton, E.J., Rohrer, J.D., Fox, N.C., Ridgway, G.R., Schott, J.M.","55883597600;35867039500;7102989379;7007073571;57199872940;12806241300;7102684430;14020386900;7201444328;15043112700;7103177641;","MRI visual rating scales in the diagnosis of dementia: Evaluation in 184 post-mortem confirmed cases",2016,"Brain","139","4",,"1211","1225",,47,"10.1093/brain/aww005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964474512&doi=10.1093%2fbrain%2faww005&partnerID=40&md5=818a76e121a6a5f3bd564e60232953ca",Article,"Final",Open Access,Scopus,2-s2.0-84964474512
"Sørensen, L., Igel, C., Liv Hansen, N., Osler, M., Lauritzen, M., Rostrup, E., Nielsen, M.","24177673600;6602116076;57120118700;34572088600;7005852540;6603718766;13605669800;","Early detection of Alzheimer's disease using MRI hippocampal texture",2016,"Human Brain Mapping","37","3",,"1148","1161",,32,"10.1002/hbm.23091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958292005&doi=10.1002%2fhbm.23091&partnerID=40&md5=e72bb6066ff4c727749f05a3693456e5",Article,"Final",,Scopus,2-s2.0-84958292005
"Souillard-Mandar, W., Davis, R., Rudin, C., Au, R., Libon, D.J., Swenson, R., Price, C.C., Lamar, M., Penney, D.L.","56916066000;57203370326;8850433600;7004117684;7003840702;7103079473;7403078676;6701739395;7102675984;","Learning classification models of cognitive conditions from subtle behaviors in the digital Clock Drawing Test",2016,"Machine Learning","102","3",,"393","441",,15,"10.1007/s10994-015-5529-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959540974&doi=10.1007%2fs10994-015-5529-5&partnerID=40&md5=f7b1277417400771e94f4c858e1c4fea",Article,"Final",Open Access,Scopus,2-s2.0-84959540974
"Ashraf, A., Taati, B.","24829105100;24470279600;","Automated Video Analysis of Handwashing Behavior as a Potential Marker of Cognitive Health in Older Adults",2016,"IEEE Journal of Biomedical and Health Informatics","20","2", 7061421,"682","690",,11,"10.1109/JBHI.2015.2413358","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963811728&doi=10.1109%2fJBHI.2015.2413358&partnerID=40&md5=c68aadd25cb27cf7d8fdd64509dc3e3d",Article,"Final",,Scopus,2-s2.0-84963811728
"Lal, S., Sureka, A.","35956579100;55922095600;","LogOpt: Static feature extraction from source code for automated catch block logging prediction",2016,"ACM International Conference Proceeding Series","18-20-February-2016",,,"151","155",,7,"10.1145/2856636.2856637","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976623336&doi=10.1145%2f2856636.2856637&partnerID=40&md5=4f5845c790123b761fbe06c311c21d0e",Conference Paper,"Final",,Scopus,2-s2.0-84976623336
"Hu, W.T., Watts, K.D., Tailor, P., Nguyen, T.P., Howell, J.C., Lee, R.C., Seyfried, N.T., Gearing, M., Hales, C.M., Levey, A.I., Lah, J.J., Lee, E.K.","9740996900;55994848800;57193270102;55473721300;23987859800;57193267366;8280598000;55403666500;7103213682;7101644033;56834296100;57207365026;","CSF complement 3 and factor H are staging biomarkers in Alzheimer's disease",2016,"Acta neuropathologica communications","4",,,"14","",,6,"10.1186/s40478-016-0277-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012159785&doi=10.1186%2fs40478-016-0277-8&partnerID=40&md5=b594b9f59115e15a49da54fc76bfc277",Article,"Final",Open Access,Scopus,2-s2.0-85012159785
"Xu, J., Tang, L., Zeng, C., Li, T.","57196734426;55245428500;55446071100;55553727585;","Pattern discovery via constraint programming",2016,"Knowledge-Based Systems","94",,,"23","32",,,"10.1016/j.knosys.2015.10.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953376544&doi=10.1016%2fj.knosys.2015.10.031&partnerID=40&md5=c8b1ebb7d6c8bc6530adab8faaca75db",Article,"Final",,Scopus,2-s2.0-84953376544
"Pistono, A., Jucla, M., Barbeau, E.J., Saint-Aubert, L., Lemesle, B., Calvet, B., Köpke, B., Puel, M., Pariente, J.","56422258700;36461263200;7003807085;55078223400;7801348855;57112773600;15029021400;7003291671;8937960200;","Pauses during Autobiographical Discourse Reflect Episodic Memory Processes in Early Alzheimer's Disease",2016,"Journal of Alzheimer's Disease","50","3",,"687","698",,9,"10.3233/JAD-150408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957916503&doi=10.3233%2fJAD-150408&partnerID=40&md5=5fccd0f58b19817c46bcba515c30f772",Article,"Final",,Scopus,2-s2.0-84957916503
"Riboni, D., Bettini, C., Civitarese, G., Janjua, Z.H., Helaoui, R.","6505466404;26642933000;56878790000;56879026300;36141897700;","SmartFABER: Recognizing fine-grained abnormal behaviors for early detection of mild cognitive impairment",2016,"Artificial Intelligence in Medicine","67",,,"57","74",,22,"10.1016/j.artmed.2015.12.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994662260&doi=10.1016%2fj.artmed.2015.12.001&partnerID=40&md5=16e0afc4dd2b0442926ea5d43331fffe",Article,"Final",,Scopus,2-s2.0-84994662260
"Hu, C., Sepulcre, J., Johnson, K.A., Fakhri, G.E., Lu, Y.M., Li, Q.","35179621000;14829519300;35398144000;6505984431;55511467000;7405862484;","Matched signal detection on graphs: Theory and application to brain imaging data classification",2016,"NeuroImage","125",,,"587","600",,12,"10.1016/j.neuroimage.2015.10.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946592731&doi=10.1016%2fj.neuroimage.2015.10.026&partnerID=40&md5=cfec6edcf1412f9c7ba2ddd0018997fa",Article,"Final",,Scopus,2-s2.0-84946592731
"Lee, Y.-B., Lee, J., Tak, S., Lee, K., Na, D.L., Seo, S.W., Jeong, Y., Ye, J.C.","56643296100;55557621400;24071794300;36350999900;7103210298;16305669100;7202332061;7403237499;","Sparse SPM: Group Sparse-dictionary learning in SPM framework for resting-state functional connectivity MRI analysis",2016,"NeuroImage","125",,,"1032","1045",,17,"10.1016/j.neuroimage.2015.10.081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947997287&doi=10.1016%2fj.neuroimage.2015.10.081&partnerID=40&md5=f89a53c3f456792c7321d164d6292022",Article,"Final",,Scopus,2-s2.0-84947997287
"Ashish, N., Dewan, P., Toga, A.W.","6603374177;56473399700;35412870200;","The GAAIN entity mapper: An active-learning system for medical data mapping",2016,"Frontiers in Neuroinformatics","9","JAN2016", 30,"1","10",,1,"10.3389/fninf.2015.00030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962044945&doi=10.3389%2ffninf.2015.00030&partnerID=40&md5=569e848f73769cc57af112cd82fb7777",Article,"Final",Open Access,Scopus,2-s2.0-84962044945
"Clark, D.G., McLaughlin, P.M., Woo, E., Hwang, K., Hurtz, S., Ramirez, L., Eastman, J., Dukes, R.-M., Kapur, P., DeRamus, T.P., Apostolova, L.G.","55363857600;36496959600;7103371082;24830268700;56589994100;56814411600;56765409200;53979559800;56003455800;55185290900;57202555891;","Novel verbal fluency scores and structural brain imaging for prediction of cognitive outcome in mild cognitive impairment",2016,"Alzheimer's and Dementia: Diagnosis, Assessment and Disease Monitoring","2",,,"113","122",,10,"10.1016/j.dadm.2016.02.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968820739&doi=10.1016%2fj.dadm.2016.02.001&partnerID=40&md5=c3050a268dcb10df18643ff6e4629982",Article,"Final",Open Access,Scopus,2-s2.0-84968820739
"Ardekani, B.A., Bermudez, E., Mubeen, A.M., Bachman, A.H.","7003343403;57191895706;56725468500;36780811100;","Prediction of incipient Alzheimer's disease dementia in patients with mild cognitive impairment",2016,"Journal of Alzheimer's Disease","55","1",,"269","281",,13,"10.3233/JAD-160594","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994589247&doi=10.3233%2fJAD-160594&partnerID=40&md5=3a3c890f1aacc579f66e4a40130792d0",Article,"Final",,Scopus,2-s2.0-84994589247
"Senanayake, U., Sowmya, A., Dawes, L.C., Kochan, N.A., Wen, W., Sachdev, P.","55130150900;6603623225;18934207500;6507145158;7102171045;7102284091;","Classification of mild cognitive impairment subtypes using neuropsychological data",2016,"ICPRAM 2016 - Proceedings of the 5th International Conference on Pattern Recognition Applications and Methods",,,,"620","629",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970024426&partnerID=40&md5=14a166edde2cb81e49d09b001a9cf708",Conference Paper,"Final",,Scopus,2-s2.0-84970024426
"Lee, J.-D., Yang, S.-T., Wai, Y.-Y., Wang, J.-J., Hsu, W.-C., Chien, J.-C.","57133595000;56919847400;7003961817;8567384300;7402002805;36647292600;","Probability-based prediction model using multivariate and LVQ-PNN for diagnosing dementia",2016,"Neuropsychiatry","6","6",,"376","386",,1,"10.4172/Neuropsychiatry.1000164","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018611247&doi=10.4172%2fNeuropsychiatry.1000164&partnerID=40&md5=2c1e46414d07c1533856e612c7211ea3",Article,"Final",,Scopus,2-s2.0-85018611247
"Dallora, A.L., Eivazzadeh, S., Mendes, E., Berglund, J., Anderberg, P.","57192586084;57190396005;7103403410;55196737700;16300508700;","Prognosis of Dementia Employing Machine Learning and Microsimulation Techniques: A Systematic Literature Review",2016,"Procedia Computer Science","100",,,"480","488",,3,"10.1016/j.procs.2016.09.185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006952996&doi=10.1016%2fj.procs.2016.09.185&partnerID=40&md5=ef0c3900fd9946804e81a3ecb252a88b",Conference Paper,"Final",Open Access,Scopus,2-s2.0-85006952996
"Rhodius-Meester, H.F.M., Koikkalainen, J., Mattila, J., Teunissen, C.E., Barkhof, F., Lemstra, A.W., Scheltens, P., L'otj'onen, J., Van Der Flier, W.M.","37034767600;6603098087;16238947900;6701704380;7102989379;6603488459;7007073571;57053248100;8548678900;","Integrating Biomarkers for Underlying Alzheimer's Disease in Mild Cognitive Impairment in Daily Practice: Comparison of a Clinical Decision Support System with Individual Biomarkers",2016,"Journal of Alzheimer's Disease","50","1",,"261","270",,9,"10.3233/JAD-150548","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954115153&doi=10.3233%2fJAD-150548&partnerID=40&md5=f6154209aef1812659090b2fb02a3c6b",Article,"Final",,Scopus,2-s2.0-84954115153
"Young, J., Modat, M., Cardoso, M.J., Ashburner, J., Ourselin, S.","55211790200;24376919100;36239799800;7004536701;6602233595;","An oblique approach to prediction of conversion to alzheimer’s disease with multikernel gaussian processes",2016,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","9444 LNAI",,,"122","128",,,"10.1007/978-3-319-45174-9_13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990026739&doi=10.1007%2f978-3-319-45174-9_13&partnerID=40&md5=cfd2b5806c325dbd2266520ab310979d",Conference Paper,"Final",,Scopus,2-s2.0-84990026739
"Yancheva, M., Rudzicz, F.","56367103700;24072071000;","Vector-space topic models for detecting Alzheimer's disease",2016,"54th Annual Meeting of the Association for Computational Linguistics, ACL 2016 - Long Papers","4",,,"2337","2346",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011949563&partnerID=40&md5=d59103957e1ff75db881e15311234a6a",Conference Paper,"Final",,Scopus,2-s2.0-85011949563
"Yang, X., Jin, Y., Chen, X., Zhang, H., Li, G., Shen, D.","57191709490;56580803200;36522588800;36117322900;56256298200;7401738392;","Functional connectivity network fusion with dynamic thresholding for MCI diagnosis",2016,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10019 LNCS",,,"246","253",,2,"10.1007/978-3-319-47157-0_30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992530572&doi=10.1007%2f978-3-319-47157-0_30&partnerID=40&md5=c85194c128f81b8a58aa488155624d71",Conference Paper,"Final",,Scopus,2-s2.0-84992530572
