Title,DOI
"In Schizophrenia, Depression, Anxiety, and Physiosomatic Symptoms Are Strongly Related to Psychotic Symptoms and Excitation, Impairments in Episodic Memory, and Increased Production of Neurotoxic Tryptophan Catabolites: a Multivariate and Machine Learning Study",10.1007/s12640-018-9868-4
Machine Learning-based Individual Assessment of Cortical Atrophy Pattern in Alzheimer's Disease Spectrum: Development of the Classifier and Longitudinal Evaluation,10.1038/s41598-018-22277-x
"How to Improve Fault Tolerance in Disaster Predictions: A Case Study about Flash Floods Using IoT, ML and Real Data",10.3390/s18030907
Binswanger's disease: biomarkers in the inflammatory form of vascular cognitive impairment and dementia,10.1111/jnc.14218
Can Clustering be Used to Detect Intrusion During Spectrum Sensing in Cognitive Radio Networks?,10.1109/JSYST.2016.2584098
[NEUROPSYCHIATRY AND COMPUTATIONAL MEDICINE].,
Querying Workflow Logs,10.3390/info9020025
Enabling a Nationwide Radio Frequency Inventory Using the Spectrum Observatory,10.1109/TMC.2017.2716936
Alzheimer's disease diagnosis based on the Hippocampal Unified Multi-Atlas Network (HUMAN) algorithm,10.1186/s12938-018-0439-y
Data-driven identification of endophenotypes of Alzheimer's disease progression: implications for clinical trials and therapeutic interventions,10.1186/s13195-017-0332-0
A Machine Learning Framework for Predicting Dementia and Mild Cognitive Impairment,10.1109/ICMLA.2018.00107
A Deep Neural Network Approach for Early Diagnosis of Mild Cognitive Impairment Using Multiple Features,10.1109/ICMLA.2018.00218
THE ROLE OF ACCELEROMETER AND GYROSCOPE SENSORS IN IDENTIFICATION OF MILD COGNITIVE IMPAIRMENT,
A Survey of Deep Learning for Tactical Wireless Networks,
Boosting H-1-MRS Alzheimer Diagnosis with Boosted Trees,
"A ""big data oriented"" and ""complex network based"" model supporting the uniform investigation of heterogeneous personalized medicine data",
Mining clinical and laboratory data of neurodegenerative diseases by Machine Learning: transcriptomic biomarkers,
An integrated approach based on EEG signals processing combined with supervised methods to classify Alzheimer's disease patients,
New Survival Prediction System for Terminal Patients based on Machine Learning,
A New Method for Collection and Annotation of Speech Data of Atypically Developing Children,10.1109/SNSP.2018.00040
Automatic differentiation in ML: Where we are and where we should be going,
Backpropagation with Continuation Callbacks: Foundations for Efficient and Expressive Differentiable Programming,
A Review of Alzheimer's Disease Classification Using Neuropsychological Data and Machine Learning,
SUPPLIER CLUSTERING BASED ON UNSTRUCTURED MANUFACTURING CAPABILITY DATA,
Construction of a Corpus for Elderly Japanese Speech Recognition,
Spectrum Data Poisoning with Adversarial Deep Learning,
Comparing Machine Learning Techniques for Dementia Diagnosis,
A Method Based on Frequent Pattern Mining to Predict Spectral Availability of HF,
Deep Structural and Clinical Feature Learning for Semi-Supervised Multiclass Prediction of Alzheimer's Disease,
Missing Structural and Clinical Features Imputation for Semi-supervised Alzheimer's Disease Classification using Stacked Sparse Autoencoder,
Early Diagnosis of Mild Cognitive Impairment Using Random Forest Feature Selection,
Feature Learning and Classification in Neuroimaging: Predicting Cognitive Impairment from Magnetic Resonance Imaging,
A Survey on Source Code Review Using Machine Learning,10.1109/ICISE.2018.00018
Voice Recognition by Google Home and Raspberry Pi for Smart Socket Control,
Speech processing for early Alzheimer Disease diagnosis: Machine learning based approach,
Machine Learning Behavioral Recognition to Support Neuropsychological Diagnosis of Cognitive Decline,10.1145/3172944.3173147
On the Computational Study of Chinese Alzheimer's Disease Online Communities: A Sentiment and Contextual Analysis Approach,10.1145/3243250.3243259
Towards a Simplification of Medical Documents,
A Fast and Accurate 3D Fine-Tuning Convolutional Neural Network for Alzheimer's Disease Diagnosis,10.1007/978-981-13-2122-1_9
Attentive Neural Architecture for Ad-hoc Structured Document Retrieval,10.1145/3269206.3271801
MIX: Multi-Channel Information Crossing for Text Matching,10.1145/3219819.3219928
A Highly Configurable Flexible Analytic Model for MCI/Frailty Risk Detection in Age-friendly Cities,
Computer-assisted prediction of clinical progression in the earliest stages of AD.,10.1016/j.dadm.2018.09.001
Achievable Privacy-Performance Tradeoffs for Spectrum Sharing with a Sensing Infrastructure,
Structural neuroimaging as clinical predictor: A review of machine learning applications,10.1016/j.nicl.2018.08.019
FDG PET Parkinson's disease-related pattern as a biomarker for clinical trials in early stage disease,10.1016/j.nicl.2018.08.006
Alzheimer detection model applying artificial intelligence techniques,
An Empirical Evaluation of Deep Learning for Network Anomaly Detection,
Lifelog-based Classification of Mild Cognitive Impairment using Artificial Neural Networks,
Classification of Alzheimer and MCI Phenotypes on MRI Data Using SVM,10.1007/978-3-319-67934-1_23
Machine learning of neuroimaging for assisted diagnosis of cognitive impairment and dementia: A systematic review.,10.1016/j.dadm.2018.07.004
Decision Supporting Model for One-year Conversion Probability from MCI to AD using CNN and SVM.,10.1109/EMBC.2018.8512398
Detection of cognitive impairment using a machine-learning algorithm,10.2147/NDT.S171950
Alzheimer's Disease Computer-Aided Diagnosis: Histogram-Based Analysis of Regional MRI Volumes for Feature Selection and Classification,10.3233/JAD-170514
Interaction Behavior of Older Adults with Immersive Virtual Reality Application for Cognitive Training,
Evaluating combinations of diagnostic tests to discriminate different dementia types.,10.1016/j.dadm.2018.07.003
Separating Symptomatic Alzheimer's Disease from Depression based on Structural MRI,10.3233/JAD-170964
Reliable Machine Learning Based Spectrum Sensing in Cognitive Radio Networks,10.1155/2018/5906097
Dissection of prodromal Alzheimer's disease,10.2741/4643
Cooperative Correlational and Discriminative Ensemble Classifier Learning for Early Dementia Diagnosis Using Morphological Brain Multiplexes,10.1109/ACCESS.2018.2863657
"Exploring pyrazolo[3,4-d]pyrimidine phosphodiesterase 1 (PDE1) inhibitors: a predictive approach combining comparative validated multiple molecular modelling techniques",10.1080/07391102.2017.1288659
MACHINE LEARNING TECHNIQUES FOR FREQUENCY SHARING IN A COGNITIVE RADAR,
Corpus Callosum Radiomics-Based Classification Model in Alzheimer's Disease: A Case-Control Study.,10.3389/fneur.2018.00618
A shot taxonomy in the era of tracking data in professional tennis,10.1080/02640414.2018.1438094
Fully Automatic Speech-Based Analysis of the Semantic Verbal Fluency Task,10.1159/000487852
Automatic MRI Quantifying Methods in Behavioral-Variant Frontotemporal Dementia Diagnosis,10.1159/000486849
Spatio-Temporal Spectrum Sensing in Cognitive Radio Networks Using Beamformer-Aided SVM Algorithms,10.1109/ACCESS.2018.2825603
ADMultiImg: A Novel Missing Modality Transfer Learning based CAD System for Diagnosis of MCI due to AD using Incomplete Multi Modality Imaging Data,10.1117/12.2293698
Classification of Brain MRI with Big Data and deep 3D Convolutional Neural Networks,10.1117/12.2293719
Characteristics of Mild Cognitive Impairment Using the Thai Version of the Consortium to Establish a Registry for Alzheimer's Disease Tests: A Multivariate and Machine Learning Study,10.1159/000487232
Histogram-Based Features Selection and Volume of Interest Ranking for Brain PET Image Classification,10.1109/JTEHM.2018.2796600
Highlighter: Automatic Highlighting of Electronic Learning Documents,10.1109/TETC.2017.2681655
Big Data Analytical Approaches to the NACC Dataset: Aiding Preclinical Trial Enrichment,10.1097/WAD.0000000000000228
Selecting the most relevant brain regions to discriminate Alzheimer's disease patients from healthy controls using multiple kernel learning: A comparison across functional and structural imaging modalities and atlases,10.1016/j.nicl.2017.10.026
Prediction of cognitive and motor development in preterm children using exhaustive feature selection and cross-validation of near-term white matter microstructure,10.1016/j.nicl.2017.11.023
Keeping brains young with making music,10.1007/s00429-017-1491-2
A Clinically-Translatable Machine Learning Algorithm for the Prediction of Alzheimer's Disease Conversion in Individuals with Mild and Premild Cognitive Impairment,10.3233/JAD-170547
Brain and blood metabolite signatures of pathology and progression in Alzheimer disease: A targeted metabolomics study,10.1371/journal.pmed.1002482
Multimodal Neuroimaging Feature Learning With Multimodal Stacked Deep Polynomial Networks for Diagnosis of Alzheimer's Disease,10.1109/JBHI.2017.2655720
Combining Structural Magnetic Resonance Imaging and Visuospatial Tests to Classify Mild Cognitive Impairment,10.2174/1567205014666171030112339
Easy Screening for Mild Alzheimer's Disease and Mild Cognitive Impairment from Elderly Speech,10.2174/1567205014666171120144343
Use of Speech Analyses within a Mobile Application for the Assessment of Cognitive Impairment in Elderly People,10.2174/1567205014666170829111942
A Speech Recognition-based Solution for the Automatic Detection of Mild Cognitive Impairment from Spontaneous Speech,10.2174/1567205014666171121114930
Diagnosis of Dementia by Machine learning methods in Epidemiological studies: a pilot exploratory study from south India,10.1007/s00127-017-1410-0
Device-Free Non-Privacy Invasive Classification of Elderly Travel Patterns in a Smart House Using PIR Sensors and DCNN,10.1109/JSEN.2017.2771287
Comparative Analysis of ANN Techniques for Predicting Channel Frequencies in Cognitive Radio,
A Machine Learning Model to Predict the Onset of Alzheimer Disease using Potential Cerebrospinal Fluid (CSF) Biomarkers,
Personalized long-term prediction of cognitive function: Using sequential assessments to improve model performance,10.1016/j.jbi.2017.11.002
Using artificial neural networks to select the parameters for the prognostic of mild cognitive impairment and dementia in elderly individuals,10.1016/j.cmpb.2017.09.013
Automatic modulation classification of digital modulation signals with stacked autoencoders,10.1016/j.dsp.2017.09.005
Tropical land use land cover mapping in Para (Brazil) using discriminative Markov random fields and multi-temporal TerraSAR-X data,10.1016/j.jag.2017.07.019
"On the Integrity of Functional Brain Networks in Schizophrenia, Parkinson's Disease, and Advanced Age: Evidence from Connectivity-Based Single-Subject Classification",10.1002/hbm.23763
Need of informatics in designing interoperable clinical registries,10.1016/j.ijmedinf.2017.10.004
Machine Learning Classification Combining Multiple Features of A Hyper-Network of fMRI Data in Alzheimer's Disease,10.3389/fnins.2017.00615
Maximizing Signal Detection of Functional Imaging With Machine Learning for Early Phase Development of Treatments for Neurodegenerative and Psychiatric Disorders,
Deep Learning for Wireless Physical Layer: Opportunities and Challenges,
Eyetracking metrics reveal impaired spatial anticipation in behavioural variant frontotemporal dementia,10.1016/j.neuropsychologia.2017.10.014
Learning-based structurally-guided construction of resting-state functional correlation tensors,10.1016/j.mri.2017.07.008
AV-1451 PET imaging of tau pathology in preclinical Alzheimer disease: Defining a summary measure,10.1016/j.neuroimage.2017.07.050
EliIE: An open-source information extraction system for clinical trial eligibility criteria,10.1093/jamia/ocx019
Identifying combinatorial biomarkers by association rule mining in the CAMD Alzheimer's database,10.1016/j.archger.2017.08.006
Multiple Functional Networks Modeling for Autism Spectrum Disorder Diagnosis,10.1002/hbm.23769
"Development of Parkinson's Disease Dementia Prediction Model Based on Verbal Memory, Visuospatial Memory, and Executive Function",10.1166/jmihi.2017.2196
Identifying incipient dementia individuals using machine learning and amyloid imaging,10.1016/j.neurobiolaging.2017.06.027
Machine Learning Applications to Resting-State Functional MR Imaging Analysis,10.1016/j.nic.2017.06.010
Comparing clinician descriptions of frailty and geriatric syndromes using electronic health records: a retrospective cohort study,10.1186/s12877-017-0645-7
Resting State fMRI Functional Connectivity-Based Classification Using a Convolutional Neural Network Architecture,10.3389/fninf.2017.00061
Can machine learning algorithms differentiate age-related cognitive decline from dementias?,10.1016/j.jns.2017.08.2186
Tissue-specific network-based genome wide study of amygdala imaging phenotypes to identify functional interaction modules,10.1093/bioinformatics/btx344
Multi-modal dimensionality reduction using effective distance,10.1016/j.neucom.2016.07.075
Random Forest Algorithm for the Classification of Neuroimaging Data in Alzheimer's Disease: A Systematic Review,10.3389/fnagi.2017.00329
Extraction of Dynamic Functional Connectivity From Brain Grey Matter and White Matter for MCI Classification,10.1002/hbm.23711
Machine-learning Support to Individual Diagnosis of Mild Cognitive Impairment Using Multimodal MRI and Cognitive Assessments,10.1097/WAD.0000000000000208
Feature selection before EEG classification supports the diagnosis of Alzheimer's disease,10.1016/j.clinph.2017.06.251
Classification and prediction of neuropathological change of Alzheimer's disease using machine learning and MRI,
Advancing Alzheimer's research: A review of big data promises,10.1016/j.ijmedinf.2017.07.002
Classifying MCI Subtypes in Community-Dwelling Elderly Using Cross-Sectional and Longitudinal MRI-Based Biomarkers,10.3389/fnagi.2017.00309
Combining SPECT and Quantitative EEG Analysis for the Automated Differential Diagnosis of Disorders with Amnestic Symptoms,10.3389/fnagi.2017.00290
Longitudinal Study-Based Dementia Prediction for Public Health,10.3390/ijerph14090983
Artificial grammar learning in vascular and progressive non-fluent aphasias,10.1016/j.neuropsychologia.2017.08.022
Dynamic Brain Connectivity Is a Better Predictor of PTSD than Static Connectivity,10.1002/hbm.23676
Distinguishing early and late brain aging from the Alzheimer's disease spectrum: consistent morphological patterns across independent samples,10.1016/j.neuroimage.2017.06.070
Joint detection and clinical score prediction in Parkinson's disease via multi-modal sparse learning,10.1016/j.eswa.2017.03.038
A nonparametric Bayesian method of translating machine learning scores to probabilities in clinical decision support,10.1186/s12859-017-1736-3
Eyetracking Metrics in Young Onset Alzheimer's Disease: A Window into Cognitive Visual Functions,10.3389/fneur.2017.00377
Brain-predicted age in Down syndrome is associated with beta amyloid deposition and cognitive decline,10.1016/j.neurobiolaging.2017.04.006
Data-Centered Runtime Verification of Wireless Medical Cyber-Physical System,10.1109/TII.2016.2573762
Imaging plus X: multimodal models of neurodegenerative disease,10.1097/WCO.0000000000000460
Distinguishing age-related cognitive decline from dementias: A study based on machine learning algorithms,10.1016/j.jocn.2017.03.021
Enhanced Data Representation by Kernel Metric Learning for Dementia Diagnosis,10.3389/fnins.2017.00413
Multi-Kernel Learning with Dartel Improves Combined MRI-PET Classification of Alzheimer's Disease in AIBL Data: Group and Individual Analyses,10.3389/fnhum.2017.00380
Predicting progression of mild cognitive impairment to dementia using neuropsychological data: a supervised learning approach using time windows,10.1186/s12911-017-0497-2
EEG machine learning for accurate detection of cholinergic intervention and Alzheimer's disease,10.1038/s41598-017-06165-4
Identification of associations between genotypes and longitudinal phenotypes via temporally-constrained group sparse canonical correlation analysis,10.1093/bioinformatics/btx245
A review on neuroimaging-based classification studies and associated feature extraction methods for Alzheimer's disease and its prodromal stages,10.1016/j.neuroimage.2017.03.057
Multi-modal classification of neurodegenerative disease by progressive graph-based transductive learning,10.1016/j.media.2017.05.003
Early Diagnosis of Dementia from Clinical Data by Machine Learning Techniques,10.3390/app7070651
Feature selective temporal prediction of Alzheimer's disease progression using hippocampus surface morphometry,10.1002/brb3.733
Automated detection of pathologic white matter alterations in Alzheimer's disease using combined diffusivity and kurtosis method,10.1016/j.pscychresns.2017.04.004
Machine learning and microsimulation techniques on the prognosis of dementia: A systematic literature review,10.1371/journal.pone.0179804
A Bayesian mathematical model of motor and cognitive outcomes in Parkinson's disease,10.1371/journal.pone.0178982
Reproducible segmentation of white matter hyperintensities using a new statistical definition,10.1007/s10334-016-0599-3
Longitudinal changes in linguistic complexity among professional football players,10.1016/j.bandl.2017.02.003
Enriching consumer health vocabulary through mining a social Q&A site: A similarity-based approach,10.1016/j.jbi.2017.03.016
G-FANET: an ambient network formation between ground and flying ad hoc networks,10.1007/s11235-016-0210-2
Neuropsychological Testing and Machine Learning Distinguish Alzheimer's Disease from Other Causes for Cognitive Impairment,10.3389/fnagi.2017.00114
"Predicting conversion from MCI to AD using resting-state fMRI, graph theoretical approach and SVM",10.1016/j.jneumeth.2017.03.006
Classification of Alzheimer's disease and prediction of mild cognitive impairment-to-Alzheimer's conversion from structural magnetic resource imaging using feature ranking and a genetic algorithm,10.1016/j.compbiomed.2017.02.011
Diagnosis of autism through EEG processed by advanced computational algorithms: A pilot study,10.1016/j.cmpb.2017.02.002
Recent publications from the Alzheimer's Disease Neuroimaging Initiative: Reviewing progress toward improved AD clinical trials,10.1016/j.jalz.2016.11.007
Deep ensemble learning of sparse regression models for brain disease diagnosis,10.1016/j.media.2017.01.008
Relational-Regularized Discriminative Sparse Learning for Alzheimer's Disease Diagnosis,10.1109/TCYB.2016.2644718
A Driver State Detection System-Combining a Capacitive Hand Detection Sensor With Physiological Sensors,10.1109/TIM.2016.2640458
Classification of patients with MCI and AD from healthy controls using directed graph measures of resting-state fMRI,10.1016/j.bbr.2016.06.043
A Hierarchical Feature and Sample Selection Framework and Its Application for Alzheimer's Disease Diagnosis,10.1038/srep45269
Estimating personalized diagnostic rules depending on individualized characteristics,10.1002/sim.7182
Discriminating cognitive status in Parkinson's disease through functional connectomics and machine learning,10.1038/srep45347
Automated PDF highlighting to support faster curation of literature for Parkinson's and Alzheimer's disease,10.1093/database/bax027
The acute mania of King George III: A computational linguistic analysis,10.1371/journal.pone.0171626
DTI measurements for Alzheimer's classification,10.1088/1361-6560/aa5dbe
Mining Outcome-relevant Brain Imaging Genetic Associations via Three-way Sparse Canonical Correlation Analysis in Alzheimer's Disease,10.1038/srep44272
Prediction and classification of Alzheimer disease based on quantification of MRI deformation,10.1371/journal.pone.0173372
"Heterogeneity of neuroanatomical patterns in prodromal Alzheimer's disease: links to cognition, progression and biomarkers",10.1093/brain/aww319
Determinants of theory of mind performance in Alzheimer's disease: A data-mining study,10.1016/j.cortex.2016.11.014
Continuous space models for CLIR,10.1016/j.ipm.2016.11.002
Diagnostic Efficacy of Structural MRI in Patients With Mild-toModerate Alzheimer Disease: Automated Volumetric Assessment Versus Visual Assessment,10.2214/AJR.16.16894
Multi-modal classification of Alzheimer's disease using nonlinear graph fusion,10.1016/j.patcog.2016.10.009
Machine learning on high dimensional shape data from subcortical brain surfaces: A comparison of feature selection and classification methods,10.1016/j.patcog.2016.09.034
Ensemble Classification of Alzheimer's Disease and Mild Cognitive Impairment Based on Complex Graph Measures from Diffusion Tensor Images,10.3389/fnins.2017.00056
Association of blood lipids with Alzheimer's disease: A comprehensive lipidomics analysis,10.1016/j.jalz.2016.08.003
Congestion control and energy-balanced scheme based on the hierarchy for WSNs,10.1049/iet-wss.2015.0097
Iterative Focused Screening with Biological Fingerprints Identifies Selective Asc-1 Inhibitors Distinct from Traditional High Throughput Screening,10.1021/acschembio.6b00913
Quantitative EEG (QEEG) Measures Differentiate Parkinson's Disease (PD) Patients from Healthy Controls (HC),10.3389/fnagi.2017.00003
Differences in A beta brain networks in Alzheimer's disease and healthy controls,10.1016/j.brainres.2016.11.019
Single subject prediction of brain disorders in neuroimaging: Promises and pitfalls,10.1016/j.neuroimage.2016.02.079
HYDRA: Revealing heterogeneity of imaging and genetic patterns through a multiple max-margin discriminative analysis framework,10.1016/j.neuroimage.2016.02.041
Predicting probable Alzheimer's disease using linguistic deficits and biomarkers,10.1186/s12859-016-1456-0
Deep Learning for Classification of Bi-Lingual Ads in Online Classifieds,10.1007/978-3-319-71078-5_33
Data Mining Approaches for Alzheimer's Disease Diagnosis,10.1007/978-3-319-68179-5_54
Querying and Mining Strings Made Easy,10.1007/978-3-319-69179-4_1
An OMOP CDM-Based Relational Database of Clinical Research Eligibility Criteria,10.3233/978-1-61499-830-3-950
A Miniature Smart Home Testbed for Research and Education,
Question Answering of Bar Exams by Paraphrasing and Legal Text Analysis,10.1007/978-3-319-61572-1_20
"Optimizing Neuropsychological Assessments for Cognitive, Behavioral, and Functional Impairment Classification: A Machine Learning Study",10.1155/2017/1850909
A Hybrid Classification System for Heart Disease Diagnosis Based on the RFRS Method,10.1155/2017/8272091
Training Deep Ranking Model with Weak Relevance Labels,10.1007/978-3-319-68155-9_16
Bayesian Gaussian Process Classification from Event-Related Brain Potentials in Alzheimer's Disease,10.1007/978-3-319-59758-4_7
A Gaussian Discriminant Analysis-based Generative Learning Algorithm for the Early Diagnosis of Mild Cognitive Impairment in Alzheimer's Disease,
Computerized Neuropsychological Assessment in Mild Cognitive Impairment Based on Natural Language Processing-oriented Feature Extraction,
SMART: Coordinated Double-Sided Seal Bid Multiunit First Price Auction Mechanism for Cloud-Based TVWS Secondary Spectrum Market,10.1109/ACCESS.2017.2768964
A Robust Sign Language Recognition System with Sparsely Labeled Instances Using Wi-Fi Signals,10.1109/MASS.2017.41
Hardware Implementation of K-means Clustering Based Spectrum Sensing Using USRP in a Cognitive Radio System,
A Supporting System for Quick Dementia Screening Using PIR Motion Sensor in Smart Home,
Feature Abstraction for Early Detection of Multi-type of Dementia with Sparse Auto-encoder,
C-11-PIB PET Image Analysis for Alzheimer's Diagnosis Using Weighted Voting Ensembles,
Automatic Detection of Linguistic indicators as a means of early detection of Alzheimer's disease and of related dementias: A Computational Linguistics analysis,
Digitizing Human Behavior in Business Model Innovation,
A Novel Gaussian Discriminant Analysis-based Computer Aided Diagnosis System for Screening Different Stages of Alzheimer's Disease,10.1109/BIBE.2017.00054
Deep Convolutional Neural Network Classifier for Travel Patterns Using Binary Sensors,
TQOR: Trust-based QoS-Oriented Routing in Cognitive MANETs,
Yet Another ADNI Machine Learning Paper? Paving the Way Towards Fully-Reproducible Research on Classification of Alzheimer's Disease,10.1007/978-3-319-67389-9_7
Multi-Functional Intelligent Humanoid using Speech Processing,
Fuzzy Set Training for Sleep Apnea Classification,
Harty Diagnosis of Mild Cognitive Impairment: A Case Study in Approaches to Inductive-Logic Programming,
DAVE: Detecting Agitated Vocal Events,10.1109/CHASE.2017.74
Sparse inverse covariance network-based modeling for mild cognitive impairment classification,
Domain Adaptation for Detecting Mild Cognitive Impairment,10.1007/978-3-319-57351-9_29
Predicting Dementia Screening and Staging Scores From Semantic Verbal Fluency Performance,10.1109/ICDMW.2017.100
Progressive Assessment System For Dementia Care Through Smart Home,
Longitudinal Monitoring and Detection of Alzheimer's Type Dementia from Spontaneous Speech Data,10.1109/CBMS.2017.41
Predicting Cognitive Recovery of Stroke Patients from the Structural MRI Connectome using a Naive Bayesian Tree Classifier,10.1109/CBMS.2017.106
ALZUMERIC: A decision support system for diagnosis and monitoring of cognitive impairment,10.3989/loquens.2017.037
Automated diagnosis of Alzheimer's disease with multi-atlas based whole brain segmentations,10.1117/12.2253684
Objective Assessment of Cognitive Impairment in Parkinson's Disease Using Evolutionary Algorithm,10.1007/978-3-319-55849-3_8
Detecting Dementia Through Interactive Computer Avatars,10.1109/JTEHM.2017.2752152
Rey's Auditory Verbal Learning Test scores can be predicted from whole brain MRI in Alzheimer's disease,10.1016/j.nicl.2016.12.011
"Differential diagnosis of mild cognitive impairment and Alzheimer's disease using structural MRI cortical thickness, hippocampal shape, hippocampal texture, and volumetry",10.1016/j.nicl.2016.11.025
Association between MRI structural features and cognitive measures in Pediatric Multiple Sclerosis,10.1117/12.2273834
Multi-Layer Model of Swarm Intelligence for Resilient Autonomous Systems,
State-of-the-Art Deep Learning: Evolving Machine Intelligence Toward Tomorrow's Intelligent Network Traffic Control Systems,10.1109/COMST.2017.2707140
Improving banner ad strategies through predictive modeling,10.1108/JRIM-08-2016-0092
Representation learning of drug and disease terms for drug repositioning,
Deep Learning Approach for Classification of Mild Cognitive Impairment Subtypes,10.5220/0006246306550662
Saliency Guided Computer-aided Diagnosis for Neurodegenerative Dementia,10.5220/0006293001400147
Machine Learning for Improved Diagnosis and Prognosis in Healthcare,
Informatics Support for Basic Research in Biomedicine,10.1093/ilar/ilx004
Neuroimaging Feature Terminology: A Controlled Terminology for the Annotation of Brain Imaging Features,10.3233/JAD-161148
Machine-learning classification of 22q11.2 deletion syndrome: A diffusion tensor imaging study,10.1016/j.nicl.2017.04.029
A Survey of Spectrum Prediction Methods in Cognitive Radio Networks,10.1063/1.4981557
Simple Understandable Analysis of Medical Data to Support the Diagnostic Process,
Toward the Automation of Diagnostic Conversation Analysis in Patients with Memory Complaints,10.3233/JAD-160507
Performance Evaluation of Cumulant Feature Based Automatic Modulation Classifier on USRP Testbed,
Tracking Indoor Activities of Patients with Mild Cognitive Impairment Using Motion Sensors,10.1109/AINA.2017.23
Semi-Supervised Radio Signal Identification,
An analysis of a digital variant of the Trail Making Test using machine learning techniques,10.3233/THC-161274
Molecular Diagnostics of Ageing and Tackling Age-related Disease,10.1016/j.tips.2016.11.005
Development of a Late-Life Dementia Prediction Index with Supervised Machine Learning in the Population-Based CAIDE Study,10.3233/JAD-160560
A Novel Grading Biomarker for the Prediction of Conversion From Mild Cognitive Impairment to Alzheimer's Disease,10.1109/TBME.2016.2549363
Temporally Constrained Group Sparse Learning for Longitudinal Data Analysis in Alzheimer's Disease,10.1109/TBME.2016.2553663
Speech Processing Approach for Diagnosing Dementia in an Early Stage,10.21437/Interspeech.2017-1712
Luandri: A Clean Lua Interface to the Indri Search Engine,10.1145/3077136.3080650
Prediction of Incipient Alzheimer's Disease Dementia in Patients with Mild Cognitive Impairment,10.3233/JAD-160594
Drug Repositioning for Alzheimer's Disease Based on Systematic 'omics' Data Mining,10.1371/journal.pone.0168812
Spatiotemporal Information Extraction from a Historic Expedition Gazetteer,10.3390/ijgi5120221
Application of Machine Learning to Arterial Spin Labeling in Mild Cognitive Impairment and Alzheimer Disease,10.1148/radiol.2016152703
Label-aligned multi-task feature learning for multimodal classification of Alzheimer's disease and mild cognitive impairment,10.1007/s11682-015-9480-7
Process-aware approach for managing organisational knowledge,10.1016/j.is.2016.04.001
Comparison of sentiment lexicon development techniques for event prediction,10.1007/s13278-015-0315-8
Classifying Cognitive Profiles Using Machine Learning with Privileged Information in Mild Cognitive Impairment,10.3389/fncom.2016.00117
A fast algorithm with convergence for channel estimation in multi-user uplink amplify-and-forward relay system,10.7498/aps.65.210201
Does the use of a foreign language influence attention and genre-specific viewing patterns for job advertisements? An eye-tracking study,10.1016/j.ipm.2016.04.007
"Circulating biosignatures of late-life depression (LLD): Towards a comprehensive, data-driven approach to understanding LLD pathophysiology",10.1016/j.jpsychires.2016.07.006
Kernel fuzzy c-means clustering on energy detection based cooperative spectrum sensing,10.1016/j.dcan.2016.09.002
"Mathematical properties of soft cardinality: Enhancing Jaccard, Dice and cosine similarity measures with element-wise distance",10.1016/j.ins.2016.06.012
Ensembles of Deep Learning Architectures for the Early Diagnosis of the Alzheimer's Disease,10.1142/S0129065716500258
"Integrating network, sequence and functional features using machine learning approaches towards identification of novel Alzheimer genes",10.1186/s12864-016-3108-1
Bayesian model reveals latent atrophy factors with dissociable cognitive trajectories in Alzheimer's disease,10.1073/pnas.1611073113
Laplace Beltrami eigen value based classification of normal and Alzheimer MR images using parametric and non-parametric classifiers,10.1016/j.eswa.2016.04.029
"RGS2 expression predicts amyloid-beta sensitivity, MCI and Alzheimer's disease: genome-wide transcriptomic profiling and bioinformatics data mining",10.1038/tp.2016.179
Diagnosis of Alzheimer's Disease Using View-Aligned Hypergraph Learning with Incomplete Multi-modality Data.,10.1007/978-3-319-46720-7_36
A Cognitive Self-Organising Clustering Algorithm for Urban Scenarios,10.1007/s11277-016-3423-5
Progressive Graph-Based Transductive Learning for Multi-modal Classification of Brain Disorder Disease.,10.1007/978-3-319-46720-7_34
Widespread changes in network activity allow non-invasive detection of mesial temporal lobe seizures,10.1093/brain/aww198
Longitudinal clinical score prediction in Alzheimer's disease with soft-split sparse regression based random forest,10.1016/j.neurobiolaging.2016.07.005
Domain adaptation for Alzheimer's disease diagnostics,10.1016/j.neuroimage.2016.05.053
Graph-guided joint prediction of class label and clinical scores for the Alzheimer's disease,10.1007/s00429-015-1132-6
Analysis of Spectrum Occupancy Using Machine Learning Algorithms,10.1109/TVT.2015.2487047
Application of advanced machine learning methods on resting-state fMRI network for identification of mild cognitive impairment and Alzheimer's disease,10.1007/s11682-015-9448-7
Unsupervised language identification based on Latent Dirichlet Allocation,10.1016/j.csl.2016.02.001
Heterogeneous multimodal biomarkers analysis for Alzheimer's disease via Bayesian network,10.1186/s13637-016-0046-9
IMPROVING GABOR FILTER BANK DESIGN AND SVM OPTIMIZATION THROUGH STOCHASTIC DIFFUSION SEARCH FOR MILD COGNITIVE IMPAIRMENT CLASSIFICATION,
Early Diagnosis of Alzheimer Disease Using Instance-Based Learning Techniques,10.1166/jmihi.2016.1808
Indexing by Latent Dirichlet Allocation and an Ensemble Model,10.1002/asi.23444
Prediction of Impaired Performance in Trail Making Test in MCI Patients With Small Vessel Disease Using DTI Data,10.1109/JBHI.2016.2537808
Automated Cognitive Health Assessment From Smart Home-Based Behavior Data,10.1109/JBHI.2015.2445754
Comparison of Feature Selection Techniques in Machine Learning for Anatomical Brain MRI in Dementia,10.1007/s12021-015-9292-3
